Airline,Source,Destination,Total_Stops,Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hours,Duration_mins,Price_actual,Price_pred
IndiGo,Kolkata,Banglore,0,4804,21,6,21,25,0,5,2,40,4804,4773.337
IndiGo,Chennai,Kolkata,0,3540,1,6,5,15,7,40,2,25,3540,4235.597
IndiGo,Delhi,Cochin,1,6442,27,6,8,35,22,30,13,55,6442,6547.297
IndiGo,Kolkata,Banglore,0,5224,3,5,14,25,16,55,2,30,5224,5020.7607
IndiGo,Banglore,New Delhi,1,7166,15,3,13,40,18,35,4,55,7166,6659.597
Jet Airways,Banglore,New Delhi,1,13817,12,3,22,55,9,30,10,35,13817,13531.204
Jet Airways,Banglore,New Delhi,1,25735,1,3,16,55,9,0,16,5,25735,28674.03
Air India,Delhi,Cochin,1,8372,6,6,9,0,19,15,10,15,8372,9833.557
Jet Airways,Mumbai,Hyderabad,0,8040,1,4,10,20,11,50,1,30,8040,5108.862
IndiGo,Kolkata,Banglore,0,6565,1,3,14,20,16,55,2,35,6565,6094.6973
Jet Airways,Kolkata,Banglore,1,10844,12,5,16,30,19,50,27,20,10844,10527.652
SpiceJet,Chennai,Kolkata,0,7298,1,3,8,20,10,35,2,15,7298,7981.2583
SpiceJet,Chennai,Kolkata,0,3597,3,5,8,20,10,35,2,15,3597,3638.7432
Jet Airways,Delhi,Cochin,1,14053,9,3,15,5,4,25,13,20,14053,14942.337
IndiGo,Delhi,Cochin,0,7673,3,3,14,30,17,35,3,5,7673,8303.944
IndiGo,Delhi,Cochin,1,6674,6,6,7,35,16,10,8,35,6674,5996.824
Jet Airways,Delhi,Cochin,1,15764,6,3,9,0,4,25,19,25,15764,15343.609
IndiGo,Kolkata,Banglore,1,5069,1,5,8,10,13,0,4,50,5069,5298.662
Air India,Delhi,Cochin,0,6094,6,6,14,10,17,10,3,0,6094,6121.5806
Air India,Banglore,Delhi,0,5228,15,5,21,5,23,55,2,50,5228,5345.87
IndiGo,Mumbai,Hyderabad,0,4049,21,6,19,5,20,35,1,30,4049,2764.293
IndiGo,Banglore,Delhi,0,4823,1,4,7,10,10,5,2,55,4823,5008.324
Vistara,Mumbai,Hyderabad,1,12395,6,3,8,45,22,55,14,10,12395,13029.952
Jet Airways,Mumbai,Hyderabad,0,8040,12,6,7,5,8,30,1,25,8040,6118.5137
Vistara,Banglore,Delhi,0,4668,24,6,7,0,9,40,2,40,4668,4700.4907
Air India,Banglore,Delhi,0,5438,12,5,17,0,19,45,2,45,5438,6376.9844
Air India,Kolkata,Banglore,2,11668,9,6,9,25,1,20,15,55,11668,11249.877
Jet Airways,Mumbai,Hyderabad,2,22950,6,3,17,15,16,50,23,35,22950,22236.04
Jet Airways,Banglore,New Delhi,1,7832,21,3,5,45,13,15,7,30,7832,8655.331
Jet Airways,Delhi,Cochin,2,13882,15,6,11,45,4,25,16,40,13882,12506.304
IndiGo,Delhi,Cochin,1,7503,15,5,9,15,1,30,16,15,7503,7384.2954
Air India,Kolkata,Banglore,1,6117,6,5,19,0,9,50,14,50,6117,7175.845
SpiceJet,Banglore,Delhi,0,4885,15,6,9,30,12,20,2,50,4885,4048.7295
Air India,Delhi,Cochin,1,6587,21,3,21,0,19,15,22,15,6587,7242.747
Jet Airways,Delhi,Cochin,2,8728,27,3,5,10,18,50,13,40,8728,9143.952
Jet Airways,Delhi,Cochin,2,13376,9,6,14,35,12,35,22,0,13376,13294.747
Jet Airways,Banglore,New Delhi,1,14815,6,3,22,50,0,45,25,55,14815,19942.643
Multiple carriers,Delhi,Cochin,1,9627,21,5,9,15,19,0,9,45,9627,10080.127
Jet Airways,Delhi,Cochin,1,13843,9,3,21,50,18,50,21,0,13843,14923.853
IndiGo,Kolkata,Banglore,0,4174,18,4,21,25,0,5,2,40,4174,4734.6714
IndiGo,Chennai,Kolkata,0,3540,12,6,5,15,7,40,2,25,3540,3608.16
Multiple carriers,Delhi,Cochin,1,15135,6,3,8,25,18,50,10,25,15135,15019.016
Jet Airways,Kolkata,Banglore,1,10844,18,5,20,0,19,50,23,50,10844,11316.898
SpiceJet,Delhi,Cochin,1,7185,6,3,16,35,22,50,6,15,7185,9358.143
Jet Airways,Delhi,Cochin,1,17234,6,3,7,5,18,50,11,45,17234,16437.666
SpiceJet,Kolkata,Banglore,0,4491,6,5,17,10,19,40,2,30,4491,3648.649
Air Asia,Kolkata,Banglore,1,5162,21,5,6,50,10,30,3,40,5162,5600.256
Jet Airways,Kolkata,Banglore,1,12681,1,4,6,30,18,15,11,45,12681,8999.994
Jet Airways,Delhi,Cochin,2,13376,27,6,6,45,12,35,29,50,13376,11732.868
Multiple carriers,Delhi,Cochin,1,7531,21,3,10,20,19,15,8,55,7531,8629.032
Jet Airways,Delhi,Cochin,1,12373,9,5,15,0,4,25,13,25,12373,12733.236
IndiGo,Banglore,New Delhi,0,4777,24,3,10,10,13,0,2,50,4777,7281.7637
Air India,Kolkata,Banglore,0,6245,1,5,14,15,16,45,2,30,6245,6037.18
IndiGo,Banglore,New Delhi,0,7648,9,3,8,30,11,30,3,0,7648,7285.012
IndiGo,Delhi,Cochin,1,10208,21,3,7,30,15,30,8,0,10208,8871.158
Air India,Banglore,Delhi,0,5438,21,4,17,0,19,45,2,45,5438,6408.191
Multiple carriers,Delhi,Cochin,1,10196,15,6,16,0,1,30,9,30,10196,12414.347
Jet Airways,Banglore,New Delhi,1,27992,1,3,5,45,20,20,14,35,27992,27919.264
IndiGo,Kolkata,Banglore,1,7476,24,3,15,10,19,50,4,40,7476,6931.279
Multiple carriers,Delhi,Cochin,1,12192,6,6,8,0,19,0,11,0,12192,12300.715
SpiceJet,Chennai,Kolkata,0,6300,12,3,8,20,10,35,2,15,6300,6355.8633
Multiple carriers,Delhi,Cochin,1,6305,27,3,4,0,13,20,9,20,6305,7653.2983
Vistara,Banglore,New Delhi,0,8290,9,3,19,40,22,20,2,40,8290,8460.28
IndiGo,Delhi,Cochin,1,6600,27,5,5,5,16,10,11,5,6600,7007.1807
IndiGo,Kolkata,Banglore,0,5198,21,3,10,10,12,55,2,45,5198,4707.3984
Jet Airways,Delhi,Cochin,2,15129,9,5,23,5,19,0,19,55,15129,14827.022
Multiple carriers,Delhi,Cochin,1,14486,21,3,7,5,13,20,6,15,14486,11498.33
GoAir,Delhi,Cochin,1,6591,21,4,7,0,12,55,5,55,6591,6042.978
Jet Airways,Delhi,Cochin,1,10262,1,6,15,0,12,35,21,35,10262,10696.47
Jet Airways,Kolkata,Banglore,1,14388,15,5,18,55,10,5,15,10,14388,10890.313
SpiceJet,Chennai,Kolkata,0,3384,21,3,9,30,12,5,2,35,3384,3870.1345
Jet Airways,Banglore,Delhi,0,7229,6,6,18,55,22,0,3,5,7229,7724.417
IndiGo,Chennai,Kolkata,0,3850,18,5,15,40,18,25,2,45,3850,4010.0398
Jet Airways,Delhi,Cochin,1,11822,9,4,20,55,12,35,15,40,11822,8995.813
Multiple carriers,Delhi,Cochin,1,15078,9,5,15,0,1,30,10,30,15078,13659.559
Jet Airways,Delhi,Cochin,1,10262,6,6,11,30,19,0,7,30,10262,13291.602
IndiGo,Banglore,Delhi,0,4823,3,4,16,55,19,55,3,0,4823,4751.2163
Air India,Delhi,Cochin,2,11543,15,5,5,55,7,40,25,45,11543,12098.624
Jet Airways,Banglore,Delhi,0,7229,21,4,15,15,18,10,2,55,7229,5877.682
Air India,Kolkata,Banglore,2,13243,12,5,7,0,1,20,18,20,13243,13253.884
Jet Airways,Banglore,Delhi,0,8016,6,6,6,0,8,45,2,45,8016,6842.9272
Jet Airways,Kolkata,Banglore,1,14151,1,4,20,25,9,45,13,20,14151,10093.397
Jet Airways,Delhi,Cochin,0,4886,3,4,11,0,14,15,3,15,4886,6750.8994
Air Asia,Kolkata,Banglore,0,3807,21,6,10,20,12,55,2,35,3807,4449.0176
IndiGo,Banglore,New Delhi,1,5694,9,3,7,30,12,20,4,50,5694,6355.8345
Multiple carriers,Delhi,Cochin,1,10197,24,5,9,0,19,0,10,0,10197,10990.423
Jet Airways,Kolkata,Banglore,1,14151,18,5,17,0,21,5,28,5,14151,13364.362
Jet Airways,Delhi,Cochin,1,16289,9,3,6,50,4,25,21,35,16289,14853.45
Multiple carriers,Delhi,Cochin,1,7618,27,5,8,0,21,0,13,0,7618,10465.653
Jet Airways,Kolkata,Banglore,1,12384,24,5,20,25,9,45,13,20,12384,12488.896
Air Asia,Banglore,Delhi,0,4483,21,4,11,10,13,55,2,45,4483,4140.416
Air Asia,Delhi,Cochin,1,6752,15,5,16,45,22,25,5,40,6752,7782.9336
Air India,Kolkata,Banglore,1,10203,6,5,20,30,8,55,12,25,10203,9837.958
SpiceJet,Mumbai,Hyderabad,0,2017,27,3,13,10,14,30,1,20,2017,1929.9058
Jet Airways,Kolkata,Banglore,1,8586,6,6,8,25,4,40,20,15,8586,10595.92
Jet Airways,Banglore,New Delhi,1,31825,1,3,22,50,10,25,11,35,31825,30628.541
Jet Airways,Delhi,Cochin,1,10262,6,6,2,15,4,25,26,10,10262,11180.423
Jet Airways,Kolkata,Banglore,1,9314,1,5,9,35,9,45,24,10,9314,10671.506
Jet Airways,Banglore,Delhi,0,4030,21,5,17,45,20,45,3,0,4030,6271.325
Jet Airways,Kolkata,Banglore,1,9314,1,5,20,25,18,0,21,35,9314,11794.967
Vistara,Banglore,Delhi,0,5403,24,4,11,30,14,20,2,50,5403,5123.744
Multiple carriers,Delhi,Cochin,1,11200,27,3,11,30,18,50,7,20,11200,12074.549
IndiGo,Chennai,Kolkata,0,3858,12,6,11,35,14,0,2,25,3858,4000.3525
IndiGo,Chennai,Kolkata,0,3858,24,5,14,45,17,5,2,20,3858,3958.2878
Jet Airways,Kolkata,Banglore,1,13941,1,5,20,0,4,40,8,40,13941,11191.77
Vistara,Delhi,Cochin,0,8001,6,3,14,55,17,50,2,55,8001,7623.0405
Jet Airways,Delhi,Cochin,2,9254,27,3,5,25,18,50,13,25,9254,10416.22
Air India,Delhi,Cochin,1,8372,18,5,10,0,7,40,21,40,8372,8103.85
Jet Airways,Kolkata,Banglore,1,10844,21,5,21,10,19,50,22,40,10844,11430.237
Jet Airways,Kolkata,Banglore,1,8586,15,5,14,5,23,35,9,30,8586,12842.069
Air India,Delhi,Cochin,0,5201,24,4,18,5,21,10,3,5,5201,6181.2085
Multiple carriers,Delhi,Cochin,1,7408,24,6,13,0,21,0,8,0,7408,10829.303
Jet Airways,Delhi,Cochin,2,11270,6,6,21,25,12,35,15,10,11270,11620.59
Multiple carriers,Delhi,Cochin,2,7084,6,3,7,5,21,20,14,15,7084,8434.241
Jet Airways,Delhi,Cochin,1,10262,12,6,10,0,4,25,18,25,10262,11110.35
Vistara,Kolkata,Banglore,1,8662,12,5,7,10,22,40,15,30,8662,8516.375
IndiGo,Kolkata,Banglore,0,4804,9,5,20,20,22,55,2,35,4804,4328.828
Multiple carriers,Delhi,Cochin,1,10791,27,6,6,0,19,0,13,0,10791,11696.459
Vistara,Chennai,Kolkata,0,3687,6,5,7,5,9,20,2,15,3687,3883.9724
Air India,Delhi,Cochin,2,13307,15,5,18,45,19,15,24,30,13307,12496.17
IndiGo,Mumbai,Hyderabad,0,4049,6,5,9,10,10,40,1,30,4049,4300.269
Multiple carriers,Delhi,Cochin,1,8098,21,3,13,0,1,35,12,35,8098,10028.123
Jet Airways,Delhi,Cochin,1,10262,3,6,2,15,19,0,16,45,10262,13004.724
Jet Airways,Kolkata,Banglore,1,13067,1,5,9,35,23,35,14,0,13067,12250.096
Vistara,Banglore,Delhi,0,4668,27,6,9,45,12,35,2,50,4668,4801.121
Multiple carriers,Delhi,Cochin,1,7005,27,6,8,45,21,0,12,15,7005,8352.331
Jet Airways,Banglore,New Delhi,1,16736,6,3,11,40,23,0,11,20,16736,17904.4
Jet Airways,Banglore,Delhi,0,7229,3,4,11,10,14,5,2,55,7229,5847.3066
Multiple carriers,Delhi,Cochin,1,8882,18,5,4,55,12,35,7,40,8882,9491.399
IndiGo,Kolkata,Banglore,0,4804,12,5,20,20,22,55,2,35,4804,4428.5596
Vistara,Delhi,Cochin,0,6216,27,5,14,40,17,50,3,10,6216,6064.193
Air India,Kolkata,Banglore,1,11936,12,6,10,0,16,15,6,15,11936,9098.679
SpiceJet,Banglore,New Delhi,0,6205,9,3,9,35,12,30,2,55,6205,7081.344
IndiGo,Kolkata,Banglore,0,4174,12,4,11,30,14,5,2,35,4174,4788.467
IndiGo,Banglore,Delhi,0,4823,9,6,16,55,19,45,2,50,4823,4883.306
Jet Airways,Banglore,Delhi,0,7229,15,5,11,10,14,5,2,55,7229,5660.325
Multiple carriers,Delhi,Cochin,1,13797,3,6,8,0,21,0,13,0,13797,11563.328
Air India,Kolkata,Banglore,2,13899,1,5,10,0,5,25,19,25,13899,13883.408
Multiple carriers,Delhi,Cochin,1,15147,6,3,15,15,1,35,10,20,15147,14253.39
Jet Airways,Kolkata,Banglore,1,14781,15,5,16,30,12,0,19,30,14781,11384.54
Jet Airways,Delhi,Cochin,2,14441,27,6,5,30,12,35,7,5,14441,14117.183
Jet Airways,Mumbai,Hyderabad,0,4995,21,6,2,55,4,20,1,25,4995,4816.824
SpiceJet,Kolkata,Banglore,0,3841,15,4,22,20,0,40,2,20,3841,4014.1821
Jet Airways,Banglore,Delhi,0,5769,12,6,18,55,22,0,3,5,5769,7147.86
Multiple carriers,Delhi,Cochin,1,9001,24,6,7,30,19,15,11,45,9001,9127.675
IndiGo,Mumbai,Hyderabad,0,2227,18,3,21,20,22,45,1,25,2227,2135.9717
Air India,Kolkata,Banglore,2,10676,12,5,12,0,7,55,19,55,10676,10207.404
Jet Airways,Delhi,Cochin,2,13014,24,6,19,30,12,35,17,5,13014,11457.191
IndiGo,Mumbai,Hyderabad,0,2754,18,3,2,30,4,0,1,30,2754,3439.007
Air India,Delhi,Cochin,2,8367,27,3,17,15,7,40,14,25,8367,9426.056
IndiGo,Kolkata,Banglore,0,4804,27,4,22,15,0,50,2,35,4804,4571.2754
Air India,Kolkata,Banglore,2,15107,21,5,14,30,23,15,8,45,15107,11143.943
Air India,Kolkata,Banglore,1,4227,1,4,19,0,9,50,14,50,4227,7208.8384
SpiceJet,Mumbai,Hyderabad,0,2017,6,5,13,15,14,45,1,30,2017,1954.1785
IndiGo,Delhi,Cochin,1,6442,12,6,8,35,22,30,13,55,6442,6480.885
Vistara,Banglore,Delhi,0,4878,21,5,17,0,19,35,2,35,4878,5157.2515
IndiGo,Delhi,Cochin,1,5883,15,6,11,25,1,30,14,5,5883,5959.0024
IndiGo,Chennai,Kolkata,0,3850,12,5,7,55,10,15,2,20,3850,3978.6304
Air Asia,Banglore,Delhi,0,7080,12,4,23,55,2,45,2,50,7080,4483.936
Jet Airways,Kolkata,Banglore,1,8849,1,4,21,10,8,15,11,5,8849,10692.162
Multiple carriers,Delhi,Cochin,1,7787,9,5,7,30,19,15,11,45,7787,8709.87
SpiceJet,Mumbai,Hyderabad,0,3173,21,3,5,45,7,5,1,20,3173,2066.0215
Air India,Delhi,Cochin,1,8372,21,5,8,0,19,15,11,15,8372,9414.252
Jet Airways,Kolkata,Banglore,1,7064,1,4,18,55,18,15,23,20,7064,8915.616
Air India,Banglore,Delhi,0,4441,1,4,21,5,23,55,2,50,4441,5495.055
Jet Airways,Banglore,New Delhi,0,18308,6,3,19,55,22,35,2,40,18308,13675.131
Jet Airways,Delhi,Cochin,1,16289,9,3,16,0,18,50,26,50,16289,13929.21
SpiceJet,Mumbai,Hyderabad,0,2017,18,5,5,45,7,15,1,30,2017,2309.495
Vistara,Kolkata,Banglore,1,9345,15,5,7,10,23,25,16,15,9345,8697.429
Air India,Delhi,Cochin,2,10651,15,5,12,0,7,40,19,40,10651,10241.292
SpiceJet,Mumbai,Hyderabad,0,5755,3,3,13,10,14,30,1,20,5755,5538.877
SpiceJet,Delhi,Cochin,1,5158,21,5,8,45,13,15,4,30,5158,5593.399
SpiceJet,Mumbai,Hyderabad,0,2017,6,6,13,15,14,45,1,30,2017,1932.9304
Jet Airways,Delhi,Cochin,2,10919,12,6,14,35,12,35,22,0,10919,12847.542
SpiceJet,Chennai,Kolkata,0,3543,21,6,9,45,12,0,2,15,3543,3353.9338
Jet Airways,Mumbai,Hyderabad,0,2228,6,5,19,35,21,5,1,30,2228,4317.811
Air India,Delhi,Cochin,2,8236,21,3,19,45,19,15,23,30,8236,8260.175
IndiGo,Delhi,Cochin,1,6442,27,3,6,40,22,20,15,40,6442,5927.97
Jet Airways,Delhi,Cochin,1,15554,6,5,22,50,12,35,13,45,15554,12264.076
Jet Airways,Banglore,New Delhi,1,11087,12,3,22,55,18,25,19,30,11087,12979.621
SpiceJet,Banglore,Delhi,0,3573,6,5,21,10,0,5,2,55,3573,3865.1685
Jet Airways,Delhi,Cochin,2,12819,24,6,23,5,19,0,19,55,12819,12434.529
Air India,Delhi,Cochin,2,10975,21,5,7,5,9,25,26,20,10975,10637.174
IndiGo,Chennai,Kolkata,0,3858,21,3,11,35,14,0,2,25,3858,4565.522
IndiGo,Banglore,Delhi,0,3943,15,5,4,0,6,50,2,50,3943,4209.873
Jet Airways,Banglore,New Delhi,1,11087,18,3,11,40,5,5,17,25,11087,13918.653
Multiple carriers,Delhi,Cochin,1,9424,9,5,19,0,1,30,6,30,9424,8488.031
SpiceJet,Kolkata,Banglore,0,3873,24,5,9,0,11,25,2,25,3873,4200.064
Jet Airways,Delhi,Cochin,2,15129,9,5,5,30,4,25,22,55,15129,14121.385
IndiGo,Delhi,Cochin,1,5073,27,3,20,30,1,35,5,5,5073,5641.792
Multiple carriers,Delhi,Cochin,1,10197,15,5,8,0,19,0,11,0,10197,11373.117
Air Asia,Banglore,Delhi,0,4483,18,5,11,10,13,55,2,45,4483,4113.666
Multiple carriers,Delhi,Cochin,1,15342,6,3,9,55,19,15,9,20,15342,14850.64
IndiGo,Chennai,Kolkata,0,7295,6,3,11,35,14,0,2,25,7295,6635.97
Air India,Delhi,Cochin,2,10231,27,5,22,0,19,15,21,15,10231,10710.225
Jet Airways,Delhi,Cochin,1,16289,9,3,6,50,19,45,12,55,16289,15106.591
Jet Airways,Kolkata,Banglore,1,14151,24,5,17,0,23,35,6,35,14151,12816.897
Jet Airways,Banglore,New Delhi,1,11087,12,3,20,35,10,45,14,10,11087,13080.452
Air India,Mumbai,Hyderabad,1,6901,12,3,5,55,20,35,14,40,6901,10893.199
Jet Airways,Kolkata,Banglore,1,13941,21,5,6,30,8,15,25,45,13941,12022.431
Multiple carriers,Delhi,Cochin,1,7198,27,5,18,0,1,30,7,30,7198,6919.7354
IndiGo,Delhi,Cochin,0,5000,21,6,14,25,17,40,3,15,5000,5379.089
SpiceJet,Kolkata,Banglore,0,3841,3,4,6,55,9,30,2,35,3841,3824.659
Vistara,Chennai,Kolkata,0,11982,15,6,17,45,20,5,2,20,11982,11789.7705
Jet Airways,Delhi,Cochin,1,15554,18,5,9,0,19,0,10,0,15554,14186.837
Jet Airways,Delhi,Cochin,1,12898,27,5,10,0,12,35,26,35,12898,12588.813
Air India,Kolkata,Banglore,2,14330,12,5,16,45,12,30,19,45,14330,14238.844
Jet Airways,Kolkata,Banglore,1,9663,9,5,21,10,4,40,7,30,9663,11973.727
IndiGo,Kolkata,Banglore,0,5618,3,3,22,10,0,55,2,45,5618,6166.507
Jet Airways,Delhi,Cochin,2,10368,27,6,9,40,19,0,9,20,10368,12634.769
Jet Airways,Kolkata,Banglore,1,10844,24,5,18,55,19,50,24,55,10844,11124.238
SpiceJet,Chennai,Kolkata,0,3597,1,5,8,20,10,35,2,15,3597,3820.0017
Jet Airways,Kolkata,Banglore,1,10953,9,5,17,0,10,55,17,55,10953,11071.823
Jet Airways,Delhi,Cochin,1,12373,18,5,19,45,4,25,8,40,12373,12961.419
Jet Airways,Delhi,Cochin,0,7202,3,6,11,0,14,15,3,15,7202,8367.728
Multiple carriers,Delhi,Cochin,1,11667,21,3,9,0,18,50,9,50,11667,12169.0
Jet Airways,Kolkata,Banglore,1,10844,24,5,18,55,18,15,23,20,10844,11952.6455
Jet Airways,Kolkata,Banglore,1,13469,6,6,17,0,23,35,6,35,13469,12913.373
IndiGo,Mumbai,Hyderabad,0,2227,15,6,21,20,22,50,1,30,2227,2444.1187
IndiGo,Delhi,Cochin,1,5054,24,6,20,25,1,30,5,5,5054,5285.711
SpiceJet,Kolkata,Banglore,1,8479,12,6,11,35,18,50,7,15,8479,8110.42
Air India,Delhi,Cochin,2,10441,3,6,19,45,19,15,23,30,10441,10287.727
IndiGo,Kolkata,Banglore,1,3809,1,5,19,20,23,45,4,25,3809,3813.8325
Jet Airways,Banglore,New Delhi,1,11087,12,3,22,55,12,25,13,30,11087,13094.004
Air India,Mumbai,Hyderabad,2,9736,12,3,10,5,19,10,9,5,9736,14489.741
IndiGo,Banglore,Delhi,0,4591,1,5,23,30,2,20,2,50,4591,4210.217
Air India,Banglore,Delhi,0,6121,21,4,6,10,8,55,2,45,6121,5699.1035
IndiGo,Delhi,Cochin,1,5298,6,4,6,50,12,10,5,20,5298,4638.21
Multiple carriers,Delhi,Cochin,1,16108,1,6,10,0,19,15,9,15,16108,15564.359
Jet Airways,Banglore,New Delhi,1,31825,1,3,20,35,11,25,14,50,31825,26352.3
SpiceJet,Kolkata,Banglore,1,8479,6,5,11,35,18,50,7,15,8479,8432.904
Jet Airways,Delhi,Cochin,1,10262,3,6,9,0,12,35,27,35,10262,10732.027
IndiGo,Banglore,Delhi,0,4823,9,4,18,25,21,20,2,55,4823,4923.9595
Jet Airways,Delhi,Cochin,2,15129,9,5,13,25,12,35,23,10,15129,14512.438
Multiple carriers,Delhi,Cochin,1,14848,21,5,9,0,19,15,10,15,14848,13334.095
Air India,Delhi,Cochin,2,8656,27,3,16,40,19,15,26,35,8656,7755.0586
GoAir,Delhi,Cochin,1,4563,27,3,6,0,13,20,7,20,4563,3010.9146
Vistara,Chennai,Kolkata,0,3687,3,5,7,5,9,20,2,15,3687,3837.9001
Jet Airways,Banglore,Delhi,0,7229,27,4,15,15,18,10,2,55,7229,5774.8203
Jet Airways,Banglore,Delhi,0,7229,15,4,7,10,10,10,3,0,7229,6028.636
IndiGo,Delhi,Cochin,1,6979,15,5,4,55,21,0,16,5,6979,6864.33
IndiGo,Banglore,Delhi,0,4823,1,6,8,30,11,20,2,50,4823,4806.924
SpiceJet,Banglore,Delhi,0,4319,27,6,21,10,0,5,2,55,4319,3182.2485
Jet Airways,Delhi,Cochin,2,15318,1,6,20,0,4,25,8,25,15318,15125.712
IndiGo,Delhi,Cochin,1,6314,9,6,10,35,21,0,10,25,6314,6046.3853
Jet Airways,Banglore,New Delhi,1,36235,1,3,14,5,21,20,7,15,36235,27463.959
Multiple carriers,Delhi,Cochin,1,11188,18,5,13,15,22,30,9,15,11188,9237.708
Jet Airways,Kolkata,Banglore,1,14151,18,5,9,35,18,0,8,25,14151,13292.833
IndiGo,Banglore,Delhi,0,3943,1,5,22,10,1,0,2,50,3943,3688.613
Multiple carriers,Delhi,Cochin,1,7408,27,6,13,0,21,0,8,0,7408,10473.928
Jet Airways,Banglore,Delhi,0,8016,24,6,17,45,20,45,3,0,8016,7737.0527
IndiGo,Delhi,Cochin,1,6287,15,4,5,5,12,10,7,5,6287,5823.1226
Vistara,Mumbai,Hyderabad,1,12080,12,3,8,45,16,45,8,0,12080,11461.949
Jet Airways,Delhi,Cochin,2,13029,21,5,5,30,19,0,13,30,13029,14259.729
SpiceJet,Kolkata,Banglore,0,3841,3,6,17,10,19,40,2,30,3841,3820.7803
Jet Airways,Delhi,Cochin,1,10262,6,6,7,5,4,25,21,20,10262,11130.962
Jet Airways,Delhi,Cochin,0,9564,15,6,11,0,14,15,3,15,9564,7697.9634
IndiGo,Banglore,Delhi,0,4823,3,6,8,30,11,20,2,50,4823,4650.3584
Jet Airways,Delhi,Cochin,0,7202,1,6,11,0,14,15,3,15,7202,8459.423
Jet Airways,Kolkata,Banglore,1,9663,9,5,14,5,12,0,21,55,9663,11238.782
Air India,Delhi,Cochin,1,8854,6,3,20,30,23,0,26,30,8854,11323.7295
Jet Airways,Kolkata,Banglore,1,8586,9,5,18,55,8,15,13,20,8586,11476.3545
Jet Airways,Mumbai,Hyderabad,0,4995,21,6,7,5,8,30,1,25,4995,6777.816
Jet Airways,Kolkata,Banglore,1,14571,6,6,6,30,23,35,17,5,14571,11086.887
Jet Airways,Delhi,Cochin,2,10368,15,6,5,30,19,0,13,30,10368,11928.122
Air Asia,Kolkata,Banglore,1,6810,6,6,7,35,19,25,11,50,6810,7109.9165
IndiGo,Delhi,Cochin,1,6093,9,4,7,30,21,0,13,30,6093,7022.321
Air India,Kolkata,Banglore,2,13484,21,5,16,50,13,45,20,55,13484,12865.119
IndiGo,Kolkata,Banglore,0,6565,1,3,17,15,19,55,2,40,6565,6422.249
IndiGo,Banglore,New Delhi,1,22153,1,3,19,35,0,35,5,0,22153,16145.947
Jet Airways,Delhi,Cochin,2,10919,27,6,6,45,12,35,29,50,10919,11732.868
Air India,Delhi,Cochin,1,8372,3,6,19,0,7,40,12,40,8372,8439.537
IndiGo,Banglore,New Delhi,0,5694,15,3,1,30,4,15,2,45,5694,5572.2534
IndiGo,Delhi,Cochin,1,5912,15,4,17,5,22,15,5,10,5912,5460.0063
IndiGo,Delhi,Cochin,1,6147,27,6,15,10,20,0,4,50,6147,5633.9204
Jet Airways,Delhi,Cochin,2,9254,27,3,5,25,4,25,23,0,9254,10935.999
IndiGo,Chennai,Kolkata,0,6297,15,3,7,55,10,15,2,20,6297,5941.9077
IndiGo,Chennai,Kolkata,0,6297,12,3,22,5,0,30,2,25,6297,6268.5903
Multiple carriers,Delhi,Cochin,1,7408,6,6,7,0,21,0,14,0,7408,8126.044
Jet Airways,Banglore,Delhi,0,7229,9,6,11,10,14,5,2,55,7229,7117.4497
Jet Airways,Delhi,Cochin,1,6540,21,3,8,0,4,25,20,25,6540,11295.493
Air India,Kolkata,Banglore,1,4437,6,4,19,0,11,5,16,5,4437,4518.4067
IndiGo,Banglore,Delhi,0,3419,27,6,1,30,4,15,2,45,3419,3823.8794
Air India,Delhi,Cochin,1,7174,27,6,17,40,23,0,5,20,7174,7104.085
IndiGo,Kolkata,Banglore,1,6991,24,5,15,10,20,30,5,20,6991,6223.454
Air India,Delhi,Cochin,1,7480,24,5,20,40,9,25,12,45,7480,7339.1733
Multiple carriers,Delhi,Cochin,1,7888,21,5,18,0,1,30,7,30,7888,8011.885
SpiceJet,Kolkata,Banglore,0,3841,18,6,17,10,19,40,2,30,3841,3763.5007
IndiGo,Kolkata,Banglore,1,4565,24,4,15,15,20,5,4,50,4565,5337.7324
IndiGo,Delhi,Cochin,0,5021,18,3,21,5,0,20,3,15,5021,6759.634
Air India,Delhi,Cochin,2,10467,21,5,13,5,9,25,20,20,10467,10836.338
SpiceJet,Chennai,Kolkata,0,6300,15,3,17,45,20,5,2,20,6300,5817.941
Air Asia,Banglore,New Delhi,0,10715,1,3,5,50,8,40,2,50,10715,11890.761
Air India,Kolkata,Banglore,1,8366,9,5,16,50,7,55,15,5,8366,8019.8506
Air India,Delhi,Cochin,2,21571,3,3,12,55,19,15,30,20,21571,17461.115
Jet Airways,Mumbai,Hyderabad,0,5678,24,6,2,55,4,20,1,25,5678,4771.9795
SpiceJet,Mumbai,Hyderabad,0,2017,1,5,5,45,7,15,1,30,2017,2911.8242
IndiGo,Delhi,Cochin,0,4729,27,3,14,30,17,35,3,5,4729,5435.1245
IndiGo,Delhi,Cochin,1,6442,27,3,6,40,16,10,9,30,6442,6145.278
SpiceJet,Banglore,New Delhi,0,5126,9,3,20,30,23,20,2,50,5126,5688.0312
SpiceJet,Kolkata,Banglore,0,3850,6,3,6,55,9,35,2,40,3850,4358.227
